mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_cost_res_usd2024,dam_cost_nonres_usd2024,dam_area_m2,dam_area_res_m2,dam_area_nonres_m2
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,142,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,143,RUS,2266429081.0181246,1445957494.5994205,820471586.4187025,1501980.8053872902,1037705.3873624969,464275.418024794
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,143,CAN,1100819164.7561853,960655858.866322,140163305.889863,137377.54548512833,115627.69483687502,21749.85064825338
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,143,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,144,RUS,2598976626.00328,1432929715.9015236,1166046910.101762,1591353.120401172,950156.1378833388,641196.9825178285
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,144,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,144,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,145,RUS,2726557249.8379226,1636987809.999641,1089569439.8382826,1847209.3899402127,1199991.2235918685,647218.1663483492
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,145,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,145,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,146,RUS,7161369336.497982,3690321346.28036,3471047990.217581,5291862.407758579,3002321.6684925384,2289540.73926604
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,146,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,146,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,147,RUS,14782717186.36623,9118100995.068481,5664616191.297703,9452850.227990014,6248025.174900838,3204825.0530891735
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,147,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,147,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,148,RUS,2981460733.248827,1787540202.7604265,1193920530.4884048,1923445.8113660256,1246882.2587504322,676563.5526155891
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,148,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,148,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,149,RUS,3242499822.5097427,1927323655.6750863,1315176166.8346715,2146535.4944381015,1381314.0078310804,765221.4866070162
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,149,CAN,508216559.0693479,414614287.4622238,93602271.6071244,64429.07655323713,49904.33760771086,14524.738945526264
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,149,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,150,RUS,27459242128.26268,17059383742.134918,10399858386.128086,19262390.18150077,12897646.472558552,6364743.708942367
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,150,CAN,640650928.1767236,537613023.6255171,103037904.5512066,80697.78346925952,64708.86953155111,15988.913937708507
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,150,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,151,RUS,27405353106.440327,15879866519.83337,11525486586.606497,18227265.71941257,11547595.25453266,6679670.464879731
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,151,CAN,229577756.9539583,187385420.2463856,42192336.70757278,29101.52347976632,22554.324724254548,6547.198755511775
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,151,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,152,RUS,27413383094.221565,17339989032.542263,10073394061.679579,18828741.833661605,12870878.237988453,5957863.595673277
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,152,CAN,258680694.92623368,207977659.04009202,50703035.88614164,32900.72131592928,25032.87422902371,7867.847086905566
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,152,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,153,RUS,244649756281.18222,167471071034.75363,77178685246.42822,162585111.56153637,119273433.6337889,43311677.92774651
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,153,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,153,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,154,RUS,90243511548.0627,60604479153.70112,29639032394.361187,59928871.604941666,43486924.3697003,16441947.235241596
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,154,CAN,321073956.7916034,252798012.1156774,68275944.67592591,41022.323574902366,30427.599155826007,10594.724419076349
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,154,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,155,RUS,36948906031.590454,25104024523.28449,11844881508.3064,24776253.12514491,18031170.907608256,6745082.217536828
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,155,CAN,190622444.20087883,164852760.6294578,25769683.5714209,23841.03221874564,19842.219795103403,3998.812423642254
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,155,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,156,RUS,11053978121.922823,5870475559.8159,5183502562.106969,7089795.638005365,4072724.1030521137,3017071.5349531784
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,156,CAN,211668812.97406435,165812702.31409082,45856110.65997351,27073.486660581155,19957.761529583528,7115.725130997606
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,156,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,157,RUS,53162865513.827065,32895562992.19349,20267302521.634335,36187616.70926529,24247459.22854715,11940157.480718853
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,157,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,157,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,158,RUS,2615499317.0643873,1550965613.2887032,1064533703.7756941,1622358.602853873,1045947.892479761,576410.710374117
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,158,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,158,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,159,RUS,2976210440.5678096,1692662665.415762,1283547775.1520438,2025743.437922346,1254575.8035124373,771167.6344099115
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,159,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,159,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,160,RUS,6114442780.80908,3426006796.694756,2688435984.114297,4442076.68482769,2712581.6537795393,1729495.0310481698
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,160,CAN,398252437.00171965,340022587.7166128,58229849.28510716,49962.056474306475,40926.235599643594,9035.820874662895
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,160,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,161,RUS,1645362603.3219783,902939282.9102464,742423320.411735,1046316.0309110222,634698.9637572584,411617.0671537624
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,161,CAN,296996004.90731806,238817916.44789526,58178088.45942281,37772.697802929586,28744.908917958423,9027.788884971178
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,161,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,162,RUS,1847747113.9957695,1109578271.2181787,738168842.7775868,1237047.648869903,813946.9134799069,423100.73538999096
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,162,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,162,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,163,RUS,2973908037.7107186,1585026937.7343807,1388881099.976334,1939343.4324038273,1125986.1790650738,813357.2533387667
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,163,CAN,837495418.5880088,665796211.3931231,171699207.19488537,106780.85538690064,80137.41908091989,26643.436305980813
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,163,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,164,RUS,37933285743.80482,23455672253.18812,14477613490.617,25676042.113339614,17209408.32487665,8466633.788463263
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,164,CAN,393365339.5042203,313327906.03350943,80037433.47071119,50132.9902758936,37713.17602275833,12419.814253135302
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,164,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,165,RUS,1845278307.4762988,1115769041.6193666,729509265.8569372,1260728.8961816716,827517.743023763,433211.1531579104
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,165,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,165,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,166,RUS,1800791596.3548794,1014230091.4949368,786561504.8599403,1047880.3597568389,639176.7448988579,408703.61485798296
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,166,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,166,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,167,RUS,7865237820.438405,4377213137.442953,3488024682.99545,6060683.846849967,3713269.890327058,2347413.9565228415
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,167,CAN,376105197.0199946,313005659.0780849,63099537.94190987,47465.86446814046,37674.389320652605,9791.475147487894
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,167,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,168,RUS,9758811401.477518,5486927490.541567,4271883910.935907,7796753.359154283,4823022.414452828,2973730.9447014085
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,168,CAN,468955987.11057144,393771955.9647468,75184031.14582439,59062.373336572426,47395.686123584994,11666.68721298744
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,168,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,169,RUS,5691771936.626436,3212213597.119138,2479558339.507307,3871944.6409575646,2387417.780362639,1484526.860594916
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,169,CAN,251970719.99060068,202902928.7980493,49067791.19255148,32036.16090599677,24422.06302708209,7614.097878914698
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,169,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,170,RUS,147949911959.46326,104959083915.03906,42990828044.42467,96865312.55771579,73529459.74163756,23335852.81607851
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,170,CAN,1065347214.6344157,900928167.2328998,164419047.40151587,133952.4106805183,108438.67367205294,25513.737008465483
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,170,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,171,RUS,9344319884.007946,5580767067.541644,3763552816.466264,7311320.594033758,4753236.345339439,2558084.248694296
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,171,CAN,1003501978.3260448,881724747.1071004,121777231.21894477,125024.07718874434,106127.28694429116,18896.79024445316
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,171,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,172,RUS,5570679898.076955,3029506599.3101473,2541173298.7668195,3887701.530910632,2300034.483712752,1587667.0471978649
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,172,CAN,607412608.6368653,473451384.4057243,133961224.23114045,77773.60606969261,56986.16387013454,20787.442199557943
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,172,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,173,RUS,157459283305.72238,115027635032.43895,42431648273.28212,103989159.51268715,80909839.69090295,23079319.82178373
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,173,CAN,861024876.2110591,757695851.0306976,103329025.18036205,107232.85019072614,91198.76158933109,16034.088601394951
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,173,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,174,RUS,8273028774.677471,4457268579.740137,3815760194.937353,5857443.859794164,3430895.7323163436,2426548.127477848
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,174,CAN,329740248.37729454,264165202.94712222,65575045.43017238,41971.4037769798,31795.79158444644,10175.61219253341
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,174,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,175,RUS,2432631068.5221143,1462832968.409216,969798100.1128881,1553860.554566806,1017962.2622819092,535898.2922848959
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,175,CAN,1021743427.1423872,883314567.8145947,138428859.32779297,127799.35077054246,106318.64298705602,21480.70778348648
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,175,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,176,RUS,17076500877.89139,10290894390.476442,6785606487.414835,10879390.541930543,6996020.594511411,3883369.9474191503
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,176,CAN,285209143.24223506,235807849.551332,49401293.69090293,36048.45653057637,28382.60737850274,7665.849152073618
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,176,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,177,RUS,211052444511.4437,145286188258.20425,65766256253.239456,136426472.24042866,100636761.22087987,35789711.01955346
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,177,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,177,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,178,RUS,2014905409.6104822,1153443604.9322069,861461804.6782774,1272668.6555221654,790719.0320165078,481949.6235056601
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,178,CAN,585445428.5001849,474235253.31908417,111210175.1811008,74337.55950322702,57080.512907481876,17257.046595745083
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,178,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,179,RUS,11005311623.674383,6523669127.476611,4481642496.197839,7389348.003646527,4679235.571979181,2710112.431667352
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,179,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,179,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,180,RUS,139432762102.43994,100513099098.51518,38919663003.92435,90017319.7073725,69345121.48516302,20672198.222209312
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,180,CAN,114525047.46013354,98590519.757509,15934527.702624507,14339.320252647063,11866.678818555401,2472.6414340916626
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,180,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,181,RUS,2737817729.7577233,1614123401.6181326,1123694328.1395922,1564721.228686301,989038.2872401215,575682.9414461753
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,181,CAN,147713894.82471147,115130551.63938557,32583343.185325928,18913.61391196881,13857.491388299959,5056.122523668854
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,181,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,182,RUS,4434534867.82071,2485501472.747229,1949033395.0734606,3032713.90516299,1854787.4728448952,1177926.4323180954
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,182,CAN,607126431.5334308,478915161.7258489,128211269.8075818,77538.99468210617,57643.80205637703,19895.19262572917
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,182,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,183,RUS,4451755652.027264,2547916217.533796,1903839434.4934804,3100292.0571970446,1926297.4678809275,1173994.5893160948
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,183,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,183,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,184,RUS,5400320110.71207,3374879473.6635256,2025440637.0485497,3963377.489690783,2665766.9280802417,1297610.5616105304
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,184,CAN,549310225.2144818,463567906.63133144,85742318.58315039,69101.62621242406,55796.55601891802,13305.070193506015
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,184,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,185,RUS,2415428807.14486,1379056400.033837,1036372407.1110204,1436909.6822288658,886402.8263235949,550506.8559052647
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,185,CAN,662980636.6508157,552376791.4358559,110603845.2149597,83648.84442426078,66485.8851227857,17162.959301474988
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,185,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,186,RUS,2789146234.9082913,1566903352.193921,1222242882.7143612,1554346.3418443874,948322.8234604202,606023.5183839588
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,186,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,186,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,187,RUS,6126601358.454704,3653618502.9718547,2472982855.4828463,4304867.758536203,2753394.633747718,1551473.1247884762
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,187,CAN,624482284.9622443,541035239.9900714,83447044.97217377,78069.67968763206,65120.77873484616,12948.900952785856
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,187,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,188,RUS,2758729847.5798645,1692600192.9433587,1066129654.6365048,1687123.2333402354,1108778.9783871335,578344.2549530991
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,188,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,188,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,189,RUS,79604392922.06213,54069578018.52427,25534814903.53808,52964990.67683511,38843055.438396834,14121935.238438137
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,189,CAN,198890879.52332637,156317091.65616342,42573787.8671629,25421.229104093516,18814.838638611585,6606.390465481908
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,189,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,190,RUS,3385367574.3794146,1949046970.4841912,1436320603.8952332,2189796.768674819,1373606.1044970315,816190.6641777727
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,190,CAN,291888266.4468821,222656157.8963364,69232108.5505453,37542.72378304006,26799.626568843105,10743.097214196978
